trial_number,params,value
154,"{'learning_rate': 0.05871584533604606, 'num_leaves': 228, 'max_depth': 11, 'min_data_in_leaf': 20, 'feature_fraction': 0.9227419456524532, 'bagging_fraction': 0.6405501964655385, 'bagging_freq': 1, 'lambda_l1': 1.7354670998930654e-05, 'lambda_l2': 0.019068500750577026}",0.02023853279348319
155,"{'learning_rate': 0.07194889454139501, 'num_leaves': 208, 'max_depth': 9, 'min_data_in_leaf': 60, 'feature_fraction': 0.870260296726855, 'bagging_fraction': 0.6073905843588226, 'bagging_freq': 2, 'lambda_l1': 6.652967824756378e-05, 'lambda_l2': 0.007742335877971016}",0.09202193070928051
156,"{'learning_rate': 0.04990918395137478, 'num_leaves': 240, 'max_depth': 10, 'min_data_in_leaf': 18, 'feature_fraction': 0.9060155046814488, 'bagging_fraction': 0.6340446185354424, 'bagging_freq': 1, 'lambda_l1': 0.09821853648700439, 'lambda_l2': 0.038426367289689935}",0.02640261159039836
157,"{'learning_rate': 0.06301576087340986, 'num_leaves': 189, 'max_depth': 11, 'min_data_in_leaf': 13, 'feature_fraction': 0.8918067572858412, 'bagging_fraction': 0.659354908811737, 'bagging_freq': 3, 'lambda_l1': 2.7482965656260584e-05, 'lambda_l2': 0.0009078990448091177}",0.02660215397792376
158,"{'learning_rate': 0.08765755909245163, 'num_leaves': 217, 'max_depth': 8, 'min_data_in_leaf': 10, 'feature_fraction': 0.9183318424277158, 'bagging_fraction': 0.7218295203371343, 'bagging_freq': 2, 'lambda_l1': 1.6273612566901874e-05, 'lambda_l2': 0.0019495090056589107}",0.024023354260218496
159,"{'learning_rate': 0.054746446217624624, 'num_leaves': 198, 'max_depth': 12, 'min_data_in_leaf': 17, 'feature_fraction': 0.8816774906368006, 'bagging_fraction': 0.6005415258602558, 'bagging_freq': 2, 'lambda_l1': 7.65867431289143e-06, 'lambda_l2': 0.005046563073475263}",0.017397276098628216
160,"{'learning_rate': 0.054620880425418294, 'num_leaves': 204, 'max_depth': 12, 'min_data_in_leaf': 22, 'feature_fraction': 0.8824912310872238, 'bagging_fraction': 0.6054783048924558, 'bagging_freq': 2, 'lambda_l1': 9.490793410512619e-06, 'lambda_l2': 0.004828083149579658}",0.028939207545450724
161,"{'learning_rate': 0.06522963803210348, 'num_leaves': 195, 'max_depth': 11, 'min_data_in_leaf': 14, 'feature_fraction': 0.8962821024572506, 'bagging_fraction': 0.617369575577914, 'bagging_freq': 2, 'lambda_l1': 3.0948741558331507e-06, 'lambda_l2': 0.0026818705674953535}",0.023317367441382693
162,"{'learning_rate': 0.058390429445335484, 'num_leaves': 202, 'max_depth': 10, 'min_data_in_leaf': 17, 'feature_fraction': 0.8647923256044268, 'bagging_fraction': 0.6259997185250051, 'bagging_freq': 1, 'lambda_l1': 6.642800512808023e-06, 'lambda_l2': 7.625037779422296e-08}",0.02176889294198623
163,"{'learning_rate': 0.05038356839105661, 'num_leaves': 220, 'max_depth': 9, 'min_data_in_leaf': 20, 'feature_fraction': 0.8791204315130322, 'bagging_fraction': 0.6026694359044533, 'bagging_freq': 2, 'lambda_l1': 4.67390509716966e-05, 'lambda_l2': 0.0038393829334685175}",0.02035104332149291
164,"{'learning_rate': 0.07646602200504156, 'num_leaves': 212, 'max_depth': 10, 'min_data_in_leaf': 16, 'feature_fraction': 0.9084485736897115, 'bagging_fraction': 0.6130757309373065, 'bagging_freq': 3, 'lambda_l1': 0.29882375382853704, 'lambda_l2': 0.018253396809350664}",0.028711822959393073
165,"{'learning_rate': 0.068831647777023, 'num_leaves': 198, 'max_depth': 11, 'min_data_in_leaf': 12, 'feature_fraction': 0.8896562539009133, 'bagging_fraction': 0.6200320199823292, 'bagging_freq': 1, 'lambda_l1': 1.967980809805175e-05, 'lambda_l2': 0.0008559318941478459}",0.022939332104353123
166,"{'learning_rate': 0.04688479354130693, 'num_leaves': 235, 'max_depth': 12, 'min_data_in_leaf': 14, 'feature_fraction': 0.9417162824943046, 'bagging_fraction': 0.6006390053611596, 'bagging_freq': 2, 'lambda_l1': 6.8807055104015e-05, 'lambda_l2': 0.011025546162239865}",0.02426204823955547
167,"{'learning_rate': 0.055933961170162354, 'num_leaves': 209, 'max_depth': 9, 'min_data_in_leaf': 46, 'feature_fraction': 0.614999384908975, 'bagging_fraction': 0.6441479657583671, 'bagging_freq': 1, 'lambda_l1': 1.1963353868171274e-05, 'lambda_l2': 0.005211701473495248}",0.08747999745805261
168,"{'learning_rate': 0.06156352812859016, 'num_leaves': 228, 'max_depth': 15, 'min_data_in_leaf': 18, 'feature_fraction': 0.9159288278518637, 'bagging_fraction': 0.6130332584590436, 'bagging_freq': 2, 'lambda_l1': 9.40626701809289e-05, 'lambda_l2': 2.834433660992394e-07}",0.021435520995280767
169,"{'learning_rate': 0.07220624004997622, 'num_leaves': 179, 'max_depth': 9, 'min_data_in_leaf': 23, 'feature_fraction': 0.9298619777640128, 'bagging_fraction': 0.6295178625072504, 'bagging_freq': 1, 'lambda_l1': 2.8133732239979676e-05, 'lambda_l2': 0.026679015711200252}",0.017966635275010363
170,"{'learning_rate': 0.08395949595906321, 'num_leaves': 187, 'max_depth': 9, 'min_data_in_leaf': 23, 'feature_fraction': 0.9335179866047405, 'bagging_fraction': 0.6310252615617022, 'bagging_freq': 2, 'lambda_l1': 0.00017634542936600077, 'lambda_l2': 0.02764301268788551}",0.016349172910515047
171,"{'learning_rate': 0.08320711033487317, 'num_leaves': 181, 'max_depth': 9, 'min_data_in_leaf': 23, 'feature_fraction': 0.9284799292840981, 'bagging_fraction': 0.6346542568745385, 'bagging_freq': 2, 'lambda_l1': 0.00014009398476023312, 'lambda_l2': 0.02404433256682908}",0.016679577087823957
172,"{'learning_rate': 0.0813329438747704, 'num_leaves': 190, 'max_depth': 9, 'min_data_in_leaf': 23, 'feature_fraction': 0.9285325015449742, 'bagging_fraction': 0.6369822829032914, 'bagging_freq': 2, 'lambda_l1': 0.00020994938517288907, 'lambda_l2': 0.026706141184031904}",0.017628139764566005
173,"{'learning_rate': 0.0857335024450504, 'num_leaves': 186, 'max_depth': 9, 'min_data_in_leaf': 21, 'feature_fraction': 0.9495724568819135, 'bagging_fraction': 0.6381721244075663, 'bagging_freq': 2, 'lambda_l1': 0.0002220617794760432, 'lambda_l2': 0.016099240332654512}",0.016124769973707653
174,"{'learning_rate': 0.0796959791269195, 'num_leaves': 186, 'max_depth': 9, 'min_data_in_leaf': 27, 'feature_fraction': 0.9599356714153421, 'bagging_fraction': 0.6500083218512309, 'bagging_freq': 2, 'lambda_l1': 0.0002029370904412711, 'lambda_l2': 0.04057869038831978}",0.0229323635183201
175,"{'learning_rate': 0.0858585670540432, 'num_leaves': 172, 'max_depth': 9, 'min_data_in_leaf': 21, 'feature_fraction': 0.9469560170815711, 'bagging_fraction': 0.640916601514326, 'bagging_freq': 3, 'lambda_l1': 0.00017777226914335287, 'lambda_l2': 0.0592408614120473}",0.01687435163726073
176,"{'learning_rate': 0.086766681825422, 'num_leaves': 179, 'max_depth': 9, 'min_data_in_leaf': 21, 'feature_fraction': 0.9477254244343142, 'bagging_fraction': 0.6388612575594713, 'bagging_freq': 3, 'lambda_l1': 0.0003701763377589007, 'lambda_l2': 0.014776795641485967}",0.01798679901292225
177,"{'learning_rate': 0.07428255438616173, 'num_leaves': 162, 'max_depth': 8, 'min_data_in_leaf': 25, 'feature_fraction': 0.9376680839774468, 'bagging_fraction': 0.6595136592632608, 'bagging_freq': 3, 'lambda_l1': 0.00014090443520622362, 'lambda_l2': 0.008732317860712399}",0.022337979019849262
178,"{'learning_rate': 0.09243506415180566, 'num_leaves': 171, 'max_depth': 9, 'min_data_in_leaf': 22, 'feature_fraction': 0.9783096950790755, 'bagging_fraction': 0.6772801910636067, 'bagging_freq': 4, 'lambda_l1': 0.0007880559726411759, 'lambda_l2': 0.044274949540993175}",0.019518095436520243
179,"{'learning_rate': 0.06783400904390481, 'num_leaves': 185, 'max_depth': 8, 'min_data_in_leaf': 89, 'feature_fraction': 0.9563193744394572, 'bagging_fraction': 0.6477539580284778, 'bagging_freq': 2, 'lambda_l1': 8.504441178553301e-05, 'lambda_l2': 0.11119008751023289}",0.12114001873615403
180,"{'learning_rate': 0.0646376303340066, 'num_leaves': 195, 'max_depth': 9, 'min_data_in_leaf': 17, 'feature_fraction': 0.9454843465464497, 'bagging_fraction': 0.6643933379104635, 'bagging_freq': 3, 'lambda_l1': 0.00026182121682761725, 'lambda_l2': 0.01601380666449141}",0.023464092714748294
181,"{'learning_rate': 0.08290186333537215, 'num_leaves': 191, 'max_depth': 9, 'min_data_in_leaf': 23, 'feature_fraction': 0.9281940979994268, 'bagging_fraction': 0.6354793736033932, 'bagging_freq': 2, 'lambda_l1': 0.000173818782563619, 'lambda_l2': 0.08470027985951378}",0.01620166846010127
182,"{'learning_rate': 0.07760684480428058, 'num_leaves': 174, 'max_depth': 9, 'min_data_in_leaf': 21, 'feature_fraction': 0.9350607471884417, 'bagging_fraction': 0.624367896596389, 'bagging_freq': 2, 'lambda_l1': 0.0005329130781508981, 'lambda_l2': 0.17016064420510468}",0.01882641545917872
183,"{'learning_rate': 0.08803267562801839, 'num_leaves': 181, 'max_depth': 9, 'min_data_in_leaf': 20, 'feature_fraction': 0.9191942146010224, 'bagging_fraction': 0.6352074791368653, 'bagging_freq': 2, 'lambda_l1': 0.00011797528032698898, 'lambda_l2': 0.02416115368289671}",0.01702843080568018
184,"{'learning_rate': 0.08810442869173987, 'num_leaves': 183, 'max_depth': 9, 'min_data_in_leaf': 24, 'feature_fraction': 0.9223832265761959, 'bagging_fraction': 0.6943610522476006, 'bagging_freq': 2, 'lambda_l1': 0.00018394972686363488, 'lambda_l2': 0.09122272997539636}",0.019191089009629292
185,"{'learning_rate': 0.08423099085427452, 'num_leaves': 168, 'max_depth': 9, 'min_data_in_leaf': 20, 'feature_fraction': 0.928601092126347, 'bagging_fraction': 0.6357431081757803, 'bagging_freq': 2, 'lambda_l1': 0.0001262801940302173, 'lambda_l2': 0.0605324201411891}",0.015170143288908417
186,"{'learning_rate': 0.014271649271052612, 'num_leaves': 176, 'max_depth': 9, 'min_data_in_leaf': 26, 'feature_fraction': 0.9667599009113806, 'bagging_fraction': 0.641554166707001, 'bagging_freq': 2, 'lambda_l1': 0.0001285453651413065, 'lambda_l2': 0.032010731957099414}",0.036692348635278184
187,"{'learning_rate': 0.0988780661914482, 'num_leaves': 156, 'max_depth': 9, 'min_data_in_leaf': 21, 'feature_fraction': 0.9267250761359426, 'bagging_fraction': 0.6309822335109317, 'bagging_freq': 2, 'lambda_l1': 0.00010207892022984402, 'lambda_l2': 0.07682844497624361}",0.016198902969047392
188,"{'learning_rate': 0.09328247094004549, 'num_leaves': 149, 'max_depth': 9, 'min_data_in_leaf': 23, 'feature_fraction': 0.9411272968959247, 'bagging_fraction': 0.6331982059135883, 'bagging_freq': 2, 'lambda_l1': 0.00027941060538482106, 'lambda_l2': 0.06571546395046671}",0.01708433889519852
189,"{'learning_rate': 0.0848069017096879, 'num_leaves': 139, 'max_depth': 9, 'min_data_in_leaf': 21, 'feature_fraction': 0.9259164777404462, 'bagging_fraction': 0.6492608219601895, 'bagging_freq': 2, 'lambda_l1': 9.298939631002718e-05, 'lambda_l2': 0.14233322559987469}",0.02164327162183937
190,"{'learning_rate': 0.09619165897010702, 'num_leaves': 165, 'max_depth': 8, 'min_data_in_leaf': 19, 'feature_fraction': 0.9543115964606809, 'bagging_fraction': 0.6247151431869464, 'bagging_freq': 2, 'lambda_l1': 6.405210251334063e-05, 'lambda_l2': 0.07193477409336946}",0.02358281806522296
191,"{'learning_rate': 0.08217484501449578, 'num_leaves': 171, 'max_depth': 9, 'min_data_in_leaf': 21, 'feature_fraction': 0.9137107251387726, 'bagging_fraction': 0.6315905797705171, 'bagging_freq': 2, 'lambda_l1': 0.00015332532937658986, 'lambda_l2': 0.02558774311420053}",0.01908625993043677
192,"{'learning_rate': 0.08417510947250434, 'num_leaves': 166, 'max_depth': 9, 'min_data_in_leaf': 25, 'feature_fraction': 0.9356849537360158, 'bagging_fraction': 0.6138840274597038, 'bagging_freq': 2, 'lambda_l1': 0.00010770120319065089, 'lambda_l2': 0.056720382048848675}",0.018792934603779315
193,"{'learning_rate': 0.07714438847705467, 'num_leaves': 159, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 0.9256722753058296, 'bagging_fraction': 0.6438365430260421, 'bagging_freq': 2, 'lambda_l1': 5.110117105970281e-05, 'lambda_l2': 0.042267693777942816}",0.015354677143189274
194,"{'learning_rate': 0.08837711144709597, 'num_leaves': 162, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 0.9289427052810417, 'bagging_fraction': 0.64395812765545, 'bagging_freq': 2, 'lambda_l1': 5.2689491436354274e-05, 'lambda_l2': 0.0751937256656458}",0.023707913028844268
195,"{'learning_rate': 0.10110361080747196, 'num_leaves': 159, 'max_depth': 10, 'min_data_in_leaf': 23, 'feature_fraction': 0.9207344101998663, 'bagging_fraction': 0.6235493671403584, 'bagging_freq': 2, 'lambda_l1': 7.407674675221062e-05, 'lambda_l2': 0.23113250695749155}",0.01921497026156022
196,"{'learning_rate': 0.07770684782908924, 'num_leaves': 157, 'max_depth': 9, 'min_data_in_leaf': 20, 'feature_fraction': 0.9490616973277674, 'bagging_fraction': 0.655232488589296, 'bagging_freq': 2, 'lambda_l1': 0.00017570810123192142, 'lambda_l2': 0.09980639282947747}",0.015563525840528697
197,"{'learning_rate': 0.07714391946000404, 'num_leaves': 154, 'max_depth': 9, 'min_data_in_leaf': 40, 'feature_fraction': 0.9500886223260966, 'bagging_fraction': 0.6558819704917896, 'bagging_freq': 2, 'lambda_l1': 0.0003004273429055856, 'lambda_l2': 0.1270013144024552}",0.0396654692888109
198,"{'learning_rate': 0.07118607845012982, 'num_leaves': 139, 'max_depth': 10, 'min_data_in_leaf': 18, 'feature_fraction': 0.9427323891908349, 'bagging_fraction': 0.6471269959675795, 'bagging_freq': 3, 'lambda_l1': 0.0001866977053443458, 'lambda_l2': 0.052063977305818}",0.024049819249060352
199,"{'learning_rate': 0.07923601537220666, 'num_leaves': 155, 'max_depth': 9, 'min_data_in_leaf': 22, 'feature_fraction': 0.9948574100829035, 'bagging_fraction': 0.6662788768781547, 'bagging_freq': 2, 'lambda_l1': 4.331462061984049e-05, 'lambda_l2': 0.10561516823223585}",0.014986783563967914
200,"{'learning_rate': 0.07262706612730338, 'num_leaves': 157, 'max_depth': 9, 'min_data_in_leaf': 27, 'feature_fraction': 0.9069825293260639, 'bagging_fraction': 0.6703561165998178, 'bagging_freq': 2, 'lambda_l1': 4.5398846717853e-05, 'lambda_l2': 0.11810705413965193}",0.023758311035310068
201,"{'learning_rate': 0.07939042213609622, 'num_leaves': 147, 'max_depth': 9, 'min_data_in_leaf': 22, 'feature_fraction': 0.9982665892656207, 'bagging_fraction': 0.6389376167589301, 'bagging_freq': 2, 'lambda_l1': 2.8794160807575164e-05, 'lambda_l2': 0.04045248808093122}",0.02133924598985263
202,"{'learning_rate': 0.022887616921030238, 'num_leaves': 141, 'max_depth': 9, 'min_data_in_leaf': 24, 'feature_fraction': 0.9842302848873875, 'bagging_fraction': 0.664567223518458, 'bagging_freq': 2, 'lambda_l1': 5.05542264450893e-05, 'lambda_l2': 0.1807288298635991}",0.03186468815020099
203,"{'learning_rate': 0.08015649687629599, 'num_leaves': 156, 'max_depth': 10, 'min_data_in_leaf': 22, 'feature_fraction': 0.9322338162449338, 'bagging_fraction': 0.6467920789815105, 'bagging_freq': 2, 'lambda_l1': 8.142804294739664e-05, 'lambda_l2': 0.08426678249470537}",0.016149294490377174
204,"{'learning_rate': 0.07685510834903694, 'num_leaves': 155, 'max_depth': 10, 'min_data_in_leaf': 19, 'feature_fraction': 0.93046782343749, 'bagging_fraction': 0.6562751220888686, 'bagging_freq': 2, 'lambda_l1': 1.878517533331077e-05, 'lambda_l2': 0.3297193078821524}",0.015428912682023257
205,"{'learning_rate': 0.07625119613922486, 'num_leaves': 156, 'max_depth': 10, 'min_data_in_leaf': 19, 'feature_fraction': 0.9335848102286949, 'bagging_fraction': 0.6606951885450705, 'bagging_freq': 2, 'lambda_l1': 1.6893131738784404e-05, 'lambda_l2': 0.11878920578578656}",0.015308125831134204
206,"{'learning_rate': 0.07594907841421908, 'num_leaves': 152, 'max_depth': 10, 'min_data_in_leaf': 18, 'feature_fraction': 0.9341172064327444, 'bagging_fraction': 0.6554941260882386, 'bagging_freq': 2, 'lambda_l1': 1.75654926524392e-05, 'lambda_l2': 0.4895227304394808}",0.0143175261760874
207,"{'learning_rate': 0.07649190232496135, 'num_leaves': 155, 'max_depth': 10, 'min_data_in_leaf': 18, 'feature_fraction': 0.9868667980227203, 'bagging_fraction': 0.6563921634458684, 'bagging_freq': 2, 'lambda_l1': 1.7459586257548333e-05, 'lambda_l2': 0.3707757452154929}",0.019066045337937577
208,"{'learning_rate': 0.0775377378896493, 'num_leaves': 145, 'max_depth': 10, 'min_data_in_leaf': 19, 'feature_fraction': 0.9322921638878071, 'bagging_fraction': 0.6679597188092296, 'bagging_freq': 2, 'lambda_l1': 1.3960410795566729e-05, 'lambda_l2': 0.6311496236360903}",0.017417261086285954
209,"{'learning_rate': 0.0662036453408447, 'num_leaves': 151, 'max_depth': 10, 'min_data_in_leaf': 16, 'feature_fraction': 0.9126233996133352, 'bagging_fraction': 0.6849381777279354, 'bagging_freq': 2, 'lambda_l1': 1.8938194615988703e-05, 'lambda_l2': 0.3480354100628682}",0.022009949006489147
210,"{'learning_rate': 0.06965232729544849, 'num_leaves': 136, 'max_depth': 10, 'min_data_in_leaf': 19, 'feature_fraction': 0.9684979285375338, 'bagging_fraction': 0.6555830065797524, 'bagging_freq': 2, 'lambda_l1': 7.750119083416797e-05, 'lambda_l2': 0.2426326811071311}",0.015590566208941068
211,"{'learning_rate': 0.07136387404083744, 'num_leaves': 114, 'max_depth': 10, 'min_data_in_leaf': 19, 'feature_fraction': 0.9702718468919272, 'bagging_fraction': 0.6554365870257768, 'bagging_freq': 2, 'lambda_l1': 7.820438882036908e-05, 'lambda_l2': 0.38964835947328996}",0.017535992522315184
212,"{'learning_rate': 0.07569698367395267, 'num_leaves': 142, 'max_depth': 10, 'min_data_in_leaf': 21, 'feature_fraction': 0.9363574898781453, 'bagging_fraction': 0.6736395066501625, 'bagging_freq': 2, 'lambda_l1': 3.611102869066054e-05, 'lambda_l2': 0.22871552081342195}",0.01997872839374292
213,"{'learning_rate': 0.08103525414051341, 'num_leaves': 157, 'max_depth': 10, 'min_data_in_leaf': 18, 'feature_fraction': 0.9550489652412115, 'bagging_fraction': 0.6632630670006244, 'bagging_freq': 2, 'lambda_l1': 5.566102391992165e-05, 'lambda_l2': 0.1655692424968857}",0.013882745733505508
214,"{'learning_rate': 0.0687940687892175, 'num_leaves': 129, 'max_depth': 10, 'min_data_in_leaf': 17, 'feature_fraction': 0.9914492949550668, 'bagging_fraction': 0.6601934407139975, 'bagging_freq': 2, 'lambda_l1': 5.576920931604936e-05, 'lambda_l2': 0.08921006384137715}",0.0214804370589407
215,"{'learning_rate': 0.0798874967512901, 'num_leaves': 129, 'max_depth': 10, 'min_data_in_leaf': 18, 'feature_fraction': 0.9557851427127383, 'bagging_fraction': 0.6535572596664965, 'bagging_freq': 2, 'lambda_l1': 2.658860283687125e-05, 'lambda_l2': 1.0673045618402188}",0.014683616950292428
216,"{'learning_rate': 0.06565676041607901, 'num_leaves': 155, 'max_depth': 11, 'min_data_in_leaf': 16, 'feature_fraction': 0.9605349053470573, 'bagging_fraction': 0.6786226476248721, 'bagging_freq': 2, 'lambda_l1': 2.7144026649210324e-05, 'lambda_l2': 1.2793021183861384}",0.018818473754365007
217,"{'learning_rate': 0.07413368302522398, 'num_leaves': 131, 'max_depth': 10, 'min_data_in_leaf': 18, 'feature_fraction': 0.952753498180542, 'bagging_fraction': 0.6629713952643014, 'bagging_freq': 2, 'lambda_l1': 1.114119515379771e-05, 'lambda_l2': 1.0294016126385248}",0.019755603943195928
218,"{'learning_rate': 0.09304017897533416, 'num_leaves': 131, 'max_depth': 10, 'min_data_in_leaf': 14, 'feature_fraction': 0.972719200613124, 'bagging_fraction': 0.6496846122238947, 'bagging_freq': 2, 'lambda_l1': 2.3429075250806914e-05, 'lambda_l2': 2.016546688755041}",0.023215439495720847
219,"{'learning_rate': 0.07966618941288271, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 19, 'feature_fraction': 0.9619653531306073, 'bagging_fraction': 0.6556850249331063, 'bagging_freq': 2, 'lambda_l1': 3.896837899246471e-05, 'lambda_l2': 0.5361017677536772}",0.01660225940696395
220,"{'learning_rate': 0.06972313600524092, 'num_leaves': 163, 'max_depth': 11, 'min_data_in_leaf': 16, 'feature_fraction': 0.9762989062273257, 'bagging_fraction': 0.6704370130979094, 'bagging_freq': 2, 'lambda_l1': 1.4474376630953061e-05, 'lambda_l2': 0.2288797121681834}",0.02217211656050743
221,"{'learning_rate': 0.08026716924293488, 'num_leaves': 157, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 0.9422079746102033, 'bagging_fraction': 0.6516007230328781, 'bagging_freq': 2, 'lambda_l1': 6.321262784521931e-05, 'lambda_l2': 0.16308174007070125}",0.014012307827114611
222,"{'learning_rate': 0.07999826809987987, 'num_leaves': 121, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 0.9441532764903949, 'bagging_fraction': 0.6529254450844525, 'bagging_freq': 2, 'lambda_l1': 7.062026075882894e-05, 'lambda_l2': 0.737028025117459}",0.017469256313256597
223,"{'learning_rate': 0.07391309921490488, 'num_leaves': 158, 'max_depth': 10, 'min_data_in_leaf': 18, 'feature_fraction': 0.9528911204732088, 'bagging_fraction': 0.6491662442960227, 'bagging_freq': 2, 'lambda_l1': 4.138265722239286e-05, 'lambda_l2': 0.12962511528513643}",0.01641590942246172
224,"{'learning_rate': 0.06284931196834741, 'num_leaves': 135, 'max_depth': 10, 'min_data_in_leaf': 21, 'feature_fraction': 0.9395671821873413, 'bagging_fraction': 0.6652156005827953, 'bagging_freq': 2, 'lambda_l1': 2.194462278284528e-05, 'lambda_l2': 0.31562033599077444}",0.01655106606080606
225,"{'learning_rate': 0.09027209087020069, 'num_leaves': 146, 'max_depth': 10, 'min_data_in_leaf': 19, 'feature_fraction': 0.9667549070071757, 'bagging_fraction': 0.6615363576009278, 'bagging_freq': 2, 'lambda_l1': 5.8663660807511274e-05, 'lambda_l2': 0.19791032533433311}",0.01612702287091148
226,"{'learning_rate': 0.07971555808686569, 'num_leaves': 146, 'max_depth': 10, 'min_data_in_leaf': 15, 'feature_fraction': 0.9602199723948891, 'bagging_fraction': 0.6623873660633408, 'bagging_freq': 2, 'lambda_l1': 5.1398495737582954e-05, 'lambda_l2': 0.16387012617668337}",0.022158420451512003
227,"{'learning_rate': 0.07432130132053605, 'num_leaves': 151, 'max_depth': 10, 'min_data_in_leaf': 17, 'feature_fraction': 0.9635197875523286, 'bagging_fraction': 0.6746508024891587, 'bagging_freq': 2, 'lambda_l1': 3.2038332857426376e-05, 'lambda_l2': 0.19459292724764848}",0.022749812102706393
228,"{'learning_rate': 0.09173545045755696, 'num_leaves': 165, 'max_depth': 10, 'min_data_in_leaf': 18, 'feature_fraction': 0.945983982873616, 'bagging_fraction': 0.6552164658911348, 'bagging_freq': 2, 'lambda_l1': 1.7569073554280665e-05, 'lambda_l2': 0.4756504629352937}",0.01928419058995291
229,"{'learning_rate': 0.06859707219291311, 'num_leaves': 148, 'max_depth': 11, 'min_data_in_leaf': 12, 'feature_fraction': 0.9533600646430895, 'bagging_fraction': 0.6809572286530879, 'bagging_freq': 2, 'lambda_l1': 8.178657523107414e-05, 'lambda_l2': 0.2706798038388884}",0.018765023472413295
230,"{'learning_rate': 0.08790842357928104, 'num_leaves': 137, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 0.9674668183084025, 'bagging_fraction': 0.6659566873305162, 'bagging_freq': 2, 'lambda_l1': 9.592542921919213e-06, 'lambda_l2': 0.11345402605551311}",0.016832933185804245
231,"{'learning_rate': 0.08086781790693029, 'num_leaves': 156, 'max_depth': 10, 'min_data_in_leaf': 19, 'feature_fraction': 0.9441624872291171, 'bagging_fraction': 0.6504088748565019, 'bagging_freq': 2, 'lambda_l1': 0.00010073248992564172, 'lambda_l2': 0.0859996884770402}",0.017781971713217957
232,"{'learning_rate': 0.08934290036049866, 'num_leaves': 158, 'max_depth': 10, 'min_data_in_leaf': 21, 'feature_fraction': 0.9356730746968305, 'bagging_fraction': 0.6432706876765942, 'bagging_freq': 2, 'lambda_l1': 4.986450421693893e-05, 'lambda_l2': 0.21731767669817995}",0.018149486106208108
233,"{'learning_rate': 0.027441161566810347, 'num_leaves': 154, 'max_depth': 11, 'min_data_in_leaf': 22, 'feature_fraction': 0.9203429564099773, 'bagging_fraction': 0.6585716965406797, 'bagging_freq': 2, 'lambda_l1': 3.136731052395312e-05, 'lambda_l2': 0.14795793480755318}",0.026099419959363566
234,"{'learning_rate': 0.0969829088062914, 'num_leaves': 166, 'max_depth': 10, 'min_data_in_leaf': 68, 'feature_fraction': 0.9918498932682092, 'bagging_fraction': 0.6499850187411154, 'bagging_freq': 2, 'lambda_l1': 6.915438660759527e-05, 'lambda_l2': 0.09876974435320333}",0.09417099557069887
235,"{'learning_rate': 0.060866258596039335, 'num_leaves': 144, 'max_depth': 10, 'min_data_in_leaf': 19, 'feature_fraction': 0.9520123157931683, 'bagging_fraction': 0.6444898444623607, 'bagging_freq': 2, 'lambda_l1': 2.711442181326079e-05, 'lambda_l2': 0.4286084568132093}",0.014847318062979564
236,"{'learning_rate': 0.06253537507867404, 'num_leaves': 148, 'max_depth': 10, 'min_data_in_leaf': 17, 'feature_fraction': 0.9546075686296606, 'bagging_fraction': 0.6455203348730935, 'bagging_freq': 2, 'lambda_l1': 2.1065348586873795e-05, 'lambda_l2': 0.9112736316832877}",0.019405873094173836
237,"{'learning_rate': 0.05987757967191991, 'num_leaves': 143, 'max_depth': 10, 'min_data_in_leaf': 15, 'feature_fraction': 0.9706762487252136, 'bagging_fraction': 0.6619241344453959, 'bagging_freq': 2, 'lambda_l1': 1.2720101788158508e-05, 'lambda_l2': 0.5151640475229363}",0.020945161156101833
238,"{'learning_rate': 0.0701845006182921, 'num_leaves': 124, 'max_depth': 11, 'min_data_in_leaf': 19, 'feature_fraction': 0.9415780069739139, 'bagging_fraction': 0.6692042617056104, 'bagging_freq': 3, 'lambda_l1': 3.0894565645839805e-05, 'lambda_l2': 0.3813463004298682}",0.023435705268507315
239,"{'learning_rate': 0.06502673275033424, 'num_leaves': 134, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.9787578499579251, 'bagging_fraction': 0.6996037107346471, 'bagging_freq': 2, 'lambda_l1': 4.968742122363432e-05, 'lambda_l2': 0.2672729506850995}",0.12676405183177133
240,"{'learning_rate': 0.07595776538407015, 'num_leaves': 143, 'max_depth': 10, 'min_data_in_leaf': 17, 'feature_fraction': 0.9589548837716734, 'bagging_fraction': 0.6561336171334681, 'bagging_freq': 2, 'lambda_l1': 2.0912286289642162e-05, 'lambda_l2': 0.749910807883147}",0.019867758896092453
241,"{'learning_rate': 0.08309428758718518, 'num_leaves': 159, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 0.947536451110848, 'bagging_fraction': 0.6470947696006857, 'bagging_freq': 10, 'lambda_l1': 7.888597992766553e-05, 'lambda_l2': 0.04735679488654117}",0.0236926384419939
